Closing Date,Chevron Corporation (NYSE:CVX),Exxon Mobil Corporation (NYSE:XOM),Microsoft Corporation (NasdaqGS:MSFT),Apple Inc. (NasdaqGS:AAPL),Bank of America Corporation (NYSE:BAC),JPMorgan Chase & Co. (NYSE:JPM),Walmart Inc. (NYSE:WMT),Target Corporation (NYSE:TGT),The Coca-Cola Company (NYSE:KO),"PepsiCo, Inc. (NasdaqGS:PEP)",Johnson & Johnson (NYSE:JNJ),Abbott Laboratories (NYSE:ABT),The Procter & Gamble Company (NYSE:PG),Unilever PLC (LSE:ULVR),The Boeing Company (NYSE:BA),Airbus SE (ENXTPA:AIR),Caterpillar Inc. (NYSE:CAT),Deere & Company (NYSE:DE),Wells Fargo & Company (NYSE:WFC),Citigroup Inc. (NYSE:C),"Meta Platforms, Inc. (NasdaqGS:META)",Alphabet Inc. (NasdaqGS:GOOGL)
2022-12-16,168.72,104.70,244.69,134.51,31.70,129.29,142.75,146.45,62.75,180.34,175.67,106.91,150.44,41.41,184.70,109.98,232.72,431.09,41.19,44.35,119.43,90.26
2022-12-19,169.88,105.17,240.45,132.37,32.06,130.06,142.80,144.65,62.84,181.34,175.48,106.59,150.40,41.735,185.68,110.94,232.29,432.67,41.82,43.93,114.48,88.44
2022-12-20,172.67,106.69,241.80,132.30,32.19,130.69,144.05,143.25,62.79,181.23,175.67,106.49,150.46,41.565,188.29,111.08,235.14,435.36,40.98,43.81,117.09,89.02
2022-12-21,174.70,108.06,244.43,135.45,32.68,132.16,145.18,142.30,63.80,182.50,177.68,108.14,151.84,42.25,196.00,113.3,241.73,441.64,41.12,44.81,119.76,89.58
2022-12-22,172.08,105.88,238.19,132.23,32.39,130.66,143.48,141.35,63.34,181.09,177.03,108.03,152.19,42.13,188.25,111.84,237.54,435.86,40.68,43.99,117.12,87.76
2022-12-23,177.40,108.68,238.73,131.86,32.47,131.28,143.77,143.15,63.82,182.26,177.48,108.18,152.62,42.14,189.06,111.74,239.87,436.93,40.98,44.26,118.04,89.23
2022-12-27,179.63,110.19,236.96,130.03,32.53,131.74,143.81,145.55,64.21,183.07,177.43,108.57,153.95,42.14,189.40,112.82,243.14,436.15,41.04,44.39,116.88,87.39
2022-12-28,176.98,108.38,234.53,126.04,32.77,132.46,141.29,145.80,63.57,181.75,176.66,107.83,151.96,42.055,188.38,111.62,239.38,430.18,41.12,44.62,115.62,86.02
2022-12-29,178.32,109.20,241.01,129.61,33.14,133.22,142.15,148.37,63.95,181.98,177.56,110.31,152.59,42.02,188.91,112.02,240.20,428.64,41.33,45.16,120.26,88.45
2022-12-30,179.49,110.30,239.82,129.93,33.12,134.10,141.79,149.04,63.61,180.66,176.65,109.79,151.56,41.82,190.49,111.02,239.56,428.76,41.29,45.23,120.34,88.23
2023-01-03,173.99,106.51,239.58,125.07,33.51,135.12,143.60,151.73,62.95,179.41,178.19,109.58,151.57,41.935,195.39,114.54,238.88,424.29,41.79,45.78,124.74,89.12
2023-01-04,172.14,106.82,229.10,126.36,34.14,136.38,143.76,152.72,62.92,178.97,180.13,111.21,152.23,42.27,203.64,115.38,241.36,423.48,42.65,46.96,127.37,88.08
2023-01-05,175.24,109.21,222.31,125.02,34.07,135.35,143.27,154.26,62.20,177.10,178.80,110.80,150.34,42.01,204.99,115.2,240.28,414.73,42.42,46.75,126.94,86.20
2023-01-06,176.56,110.53,224.93,129.62,34.41,137.94,146.78,160.15,63.40,181.10,180.25,112.33,153.92,42.015,213.00,116.54,248.86,426.47,42.80,47.31,130.02,87.34
2023-01-09,175.18,108.47,227.12,130.15,33.89,137.37,144.95,156.35,62.61,179.33,175.58,112.15,152.04,41.95,208.57,117.5,246.62,428.20,42.39,47.54,129.47,88.02
2023-01-10,176.04,110.09,228.85,130.73,34.12,138.60,144.86,155.97,62.13,177.85,175.16,113.85,151.89,41.98,206.69,115.1,250.51,437.43,42.36,48.19,132.99,88.42
2023-01-11,175.20,111.37,235.77,133.49,34.38,139.63,146.13,158.97,62.01,178.05,174.88,113.15,150.66,41.905,208.03,113.9,250.73,433.48,42.74,48.71,132.89,91.52
2023-01-12,177.08,113.22,238.51,133.41,34.47,139.49,144.81,159.75,61.21,175.78,174.00,111.36,149.81,41.85,214.32,116.24,255.07,436.09,42.83,49.09,136.71,91.13
2023-01-13,177.56,113.15,239.23,134.76,35.23,143.01,145.29,164.60,61.43,175.24,173.43,113.51,150.88,42.155,214.13,116.84,258.46,439.63,44.22,49.92,136.98,92.12
2023-01-17,180.49,112.93,240.35,135.94,34.52,140.80,144.41,162.10,61.68,176.06,172.36,113.39,150.44,41.655,211.41,116.32,256.26,438.20,44.12,50.31,135.36,91.29
2023-01-18,177.23,110.61,235.81,135.21,33.72,136.57,140.84,160.83,59.81,171.62,169.76,111.51,146.41,40.95,209.41,118.54,252.82,425.99,43.38,49.43,133.02,91.12
2023-01-19,179.00,111.32,231.93,135.27,33.23,134.75,138.83,159.10,59.72,169.63,169.53,111.80,142.42,40.915,207.09,116.92,245.75,408.60,42.95,49.37,136.15,93.05
2023-01-20,180.90,113.35,240.22,137.87,33.85,135.08,140.54,162.21,60.08,169.88,168.74,112.82,142.97,40.895,206.76,118.92,249.71,410.60,43.92,51.09,139.37,98.02
2023-01-23,180.66,112.76,242.58,141.11,34.32,137.27,142.64,164.63,60.23,169.12,168.31,114.01,141.05,41.055,209.97,119.22,252.70,409.34,45.03,51.98,143.27,99.79
2023-01-24,180.83,113.81,242.04,142.53,34.57,138.45,143.02,163.55,60.55,170.69,168.31,112.53,141.82,40.995,211.98,120.78,257.61,416.67,44.45,51.42,143.14,97.70
2023-01-25,179.08,113.21,240.61,141.86,34.87,139.12,142.34,164.21,60.93,171.93,169.51,111.00,141.72,40.605,212.68,120.14,258.44,413.64,45.34,51.90,141.50,95.22
2023-01-26,187.79,117.76,248.00,143.96,35.34,139.98,142.21,167.03,60.81,170.22,168.89,111.07,141.15,40.435,212.73,120.94,262.12,421.20,45.81,52.19,147.30,97.52
2023-01-27,179.45,115.61,248.16,145.93,35.45,140.32,143.30,168.51,60.49,169.62,168.23,109.95,140.57,40.21,211.17,116.62,264.54,418.18,46.12,51.86,151.74,99.37
2023-01-30,174.20,113.56,242.71,143.00,35.30,139.13,142.15,168.68,60.64,169.48,162.00,109.81,141.01,40.72,209.67,115.52,261.50,420.60,46.29,51.75,147.06,96.94
2023-01-31,174.02,116.01,247.81,144.29,35.48,139.96,143.87,172.14,61.32,171.02,163.42,110.55,142.38,41.085,213.00,114.84,252.29,422.84,46.87,52.22,148.97,98.84
2023-02-01,171.36,114.74,252.75,145.43,35.92,139.59,144.67,177.08,61.33,171.56,164.92,111.82,143.19,41.33,214.75,116.04,249.54,426.99,47.33,52.15,153.12,100.43
2023-02-02,169.01,111.15,264.60,150.82,36.13,138.94,143.62,181.02,60.28,169.97,165.54,112.25,142.17,41.02,209.34,117.76,244.90,406.55,47.23,52.22,188.77,107.74
2023-02-03,169.45,111.92,258.35,154.50,36.43,141.09,141.71,176.76,59.83,169.12,164.61,111.79,142.61,41.71,206.01,117.12,247.76,406.06,47.58,50.95,186.53,104.78
2023-02-06,169.64,111.73,256.77,151.73,36.37,141.92,140.68,173.84,60.17,171.82,163.36,110.75,141.40,41.635,206.81,115.74,251.42,410.23,47.68,50.86,186.06,102.90
2023-02-07,174.09,114.92,267.56,154.65,36.77,143.65,140.98,174.76,60.07,171.56,163.40,111.99,140.02,41.04,214.76,112.3,249.66,409.52,48.13,51.13,191.62,107.64
2023-02-08,170.00,113.92,266.73,151.92,36.50,142.64,140.22,171.79,59.72,171.16,163.61,110.20,138.57,40.995,213.50,113.3,248.87,407.69,48.25,51.15,183.43,99.37
2023-02-09,168.44,114.35,263.62,150.87,35.72,140.42,141.52,171.37,59.62,172.78,161.40,108.07,137.05,41.09,211.99,113.66,246.28,408.01,47.57,49.98,177.92,95.01
2023-02-10,171.97,119.17,263.10,151.01,35.58,141.04,143.72,170.02,59.62,176.20,162.15,108.16,138.26,41.325,212.89,113.74,247.67,417.79,47.51,50.11,174.15,94.57
2023-02-13,171.01,117.80,271.32,153.85,35.65,142.57,145.91,173.32,60.60,177.77,162.75,108.52,140.07,42.62,215.65,115.6,248.15,415.33,48.13,51.00,179.43,94.61
2023-02-14,172.32,116.42,272.17,153.20,35.62,143.20,145.49,171.17,59.59,175.77,162.04,107.26,139.28,42.665,218.45,115.98,244.36,409.31,48.50,51.61,179.48,94.68
2023-02-15,169.01,116.07,269.32,155.33,35.56,143.80,146.57,176.02,59.59,176.01,159.37,107.28,138.96,42.675,217.44,119.06,248.70,410.04,47.97,51.82,177.16,96.94
2023-02-16,166.57,115.73,262.15,153.71,35.28,141.82,144.27,174.54,59.22,175.51,158.24,106.08,137.14,42.31,212.21,124.94,246.52,402.96,47.22,51.46,172.44,95.51
2023-02-17,162.85,111.28,258.06,152.55,35.35,142.24,146.44,173.22,60.12,176.28,160.39,106.74,140.01,42.355,211.66,125.66,247.79,433.31,47.49,51.42,172.88,94.35
2023-02-21,161.00,111.17,252.67,148.48,34.52,139.63,147.33,166.22,59.80,176.18,158.00,103.65,139.91,42.385,205.52,122.82,240.71,427.17,46.24,49.84,172.08,91.79
2023-02-22,160.35,109.73,251.51,148.91,34.29,138.56,144.24,165.72,59.98,176.12,157.78,102.69,140.50,42.665,205.76,122.78,237.89,426.41,46.01,50.04,171.12,91.65
2023-02-23,161.93,110.74,254.77,149.40,34.26,139.67,142.09,165.50,60.09,176.31,157.73,102.55,140.05,41.935,208.13,124.44,237.95,425.05,46.25,50.38,172.04,90.89
2023-02-24,162.41,110.75,249.22,146.71,34.21,140.93,142.47,166.96,59.84,175.96,155.97,100.46,139.26,41.915,198.15,121.94,236.17,417.42,46.62,50.18,170.39,89.13
2023-02-27,162.82,110.55,250.16,147.92,34.21,142.16,141.44,166.81,59.82,175.91,155.63,99.77,139.14,41.94,200.46,123.64,239.98,421.63,46.78,50.47,169.54,89.87
2023-02-28,160.77,109.91,249.42,147.41,34.30,143.35,142.13,168.50,59.51,173.53,153.26,101.72,137.56,41.36,201.55,124.02,239.55,419.24,46.77,50.69,174.94,90.06
2023-03-01,162.05,110.89,246.27,145.31,34.14,142.55,140.15,162.40,58.86,171.33,152.57,100.83,137.66,41.375,204.55,122.32,248.67,419.75,46.68,51.50,173.42,90.36
2023-03-02,162.56,111.40,251.11,145.91,33.49,141.07,140.50,165.94,59.72,173.32,152.45,102.63,139.93,41.885,210.06,122.9,252.18,421.34,45.80,51.40,174.53,92.00
2023-03-03,164.96,112.81,255.29,151.03,34.16,143.66,140.67,166.00,59.44,173.15,154.02,104.45,140.95,41.455,215.11,124.16,255.31,430.28,46.85,52.35,185.25,93.65
2023-03-06,166.17,113.81,256.87,153.83,34.09,142.82,140.65,165.20,60.36,173.50,155.56,102.75,140.35,41.07,211.92,123.9,253.98,425.71,46.63,52.18,184.90,95.13
2023-03-07,164.03,111.61,254.15,151.60,33.00,138.62,139.25,162.82,60.01,172.64,154.09,99.98,137.56,41.205,207.92,124.02,246.14,418.15,44.45,51.08,184.51,93.86
2023-03-08,162.99,109.98,253.70,152.87,32.56,137.80,138.10,163.51,60.04,173.11,152.96,99.40,137.58,41.24,207.20,123.98,248.72,424.29,43.84,50.68,184.97,94.25
2023-03-09,160.51,109.13,252.32,150.59,30.54,130.34,137.17,160.64,59.46,171.80,151.24,97.85,136.57,41.12,201.24,124.5,240.96,421.42,41.13,48.60,181.69,92.32
2023-03-10,159.67,107.78,248.59,148.50,30.27,133.65,136.97,158.18,59.21,172.03,151.61,96.96,137.19,40.69,203.07,121.62,227.01,395.93,41.36,48.34,179.51,90.63
2023-03-13,158.71,106.54,253.92,150.47,28.51,131.25,137.37,157.92,59.81,173.71,153.06,98.19,138.14,40.56,203.37,118.16,224.70,398.22,38.41,44.74,180.90,91.11
2023-03-14,160.76,106.94,260.79,152.59,28.76,134.62,138.10,158.37,60.03,173.53,153.92,98.55,139.85,40.73,207.28,122.18,225.67,402.45,40.17,47.40,194.02,93.97
2023-03-15,153.80,101.62,265.44,152.99,28.49,128.26,139.64,159.13,60.43,176.63,154.35,97.80,141.83,40.405,198.21,116.3,217.26,390.48,38.85,44.82,197.75,96.11
2023-03-16,154.29,101.03,276.20,155.85,28.97,130.75,138.28,163.05,60.30,176.51,154.03,99.03,142.89,40.87,203.19,119.28,218.71,391.11,39.30,45.62,204.93,100.32
2023-03-17,152.34,99.84,279.43,155.00,27.82,125.81,139.40,159.36,60.02,175.13,152.38,97.01,142.93,40.475,201.05,116.74,215.01,385.50,37.76,44.25,195.61,101.62
2023-03-20,154.58,102.45,272.23,157.40,27.75,127.14,140.90,163.24,60.60,177.59,153.89,97.87,145.13,40.825,204.77,118.6,220.31,394.50,37.48,44.09,197.81,101.22
2023-03-21,159.31,107.04,273.78,159.28,28.59,130.55,140.42,162.71,60.32,178.01,153.89,98.33,144.08,41.3,204.70,121.6,224.92,402.59,38.48,45.07,202.16,104.92
2023-03-22,156.07,104.59,272.29,157.83,27.64,127.18,139.52,157.47,60.05,176.51,151.05,96.86,143.99,42.025,196.16,121,219.95,394.97,37.20,43.71,199.81,103.37
2023-03-23,154.52,103.41,277.66,158.93,26.97,126.84,140.65,156.12,59.92,175.65,151.13,97.04,143.79,41.725,197.90,119.94,219.44,391.85,36.61,43.45,204.28,105.60
2023-03-24,156.06,103.53,280.57,160.25,27.14,124.91,141.80,156.22,60.90,179.09,152.65,98.05,146.72,41.97,197.53,117.4,217.01,386.50,36.23,43.11,206.01,105.44
2023-03-27,157.65,105.80,276.38,158.28,28.49,128.49,144.17,159.38,61.35,179.49,153.30,98.46,145.95,42.205,200.57,119.08,218.00,393.01,37.47,44.78,202.84,102.46
2023-03-28,159.49,107.12,275.23,157.65,28.12,128.88,143.61,159.77,61.42,179.43,151.82,97.11,146.36,42.13,204.96,118.72,220.16,395.35,37.18,45.22,200.68,101.03
2023-03-29,160.86,108.96,280.51,160.77,28.67,129.14,144.23,158.11,61.86,180.67,153.31,98.62,146.81,42.07,207.97,120.9,223.00,400.79,37.97,45.95,205.35,101.39
2023-03-30,162.39,109.49,284.05,162.36,28.30,128.75,145.67,160.27,61.85,180.83,153.43,99.08,147.45,41.925,211.04,122.24,224.54,403.70,37.38,46.07,207.84,100.89
2023-03-31,163.16,109.66,288.30,164.90,28.60,130.31,147.45,165.63,62.03,182.30,155.00,101.26,148.69,41.9,212.43,123.28,228.84,412.88,37.38,46.89,211.94,103.73
2023-04-03,169.95,116.13,287.23,166.17,28.59,130.16,148.69,166.06,62.40,182.50,156.85,101.59,149.51,42.325,215.39,125.2,229.87,414.99,37.72,46.71,213.07,104.36
2023-04-04,169.04,115.02,287.18,165.63,27.98,128.42,147.23,166.05,62.21,181.85,158.49,102.80,150.23,42.235,213.90,125.44,217.45,397.66,36.81,46.09,214.72,104.72
2023-04-05,169.88,116.99,284.34,163.76,27.64,127.61,149.67,165.24,62.80,183.64,165.61,104.21,151.26,42.885,210.00,124.38,213.53,373.82,36.89,45.77,211.48,104.47
2023-04-06,167.65,115.05,291.60,164.66,27.84,127.47,150.80,165.58,62.84,184.36,165.15,104.93,152.22,43.075,211.37,126.18,209.17,369.65,37.90,45.86,216.10,108.42
2023-04-10,168.29,114.54,289.39,162.03,27.94,127.89,150.51,169.00,62.69,183.20,164.32,103.70,150.96,43.075,210.78,126.18,215.53,377.33,38.63,46.52,214.75,106.44
2023-04-11,169.22,115.35,282.83,160.80,28.71,128.52,150.07,169.58,62.58,182.92,164.27,103.29,150.66,42.97,212.32,126,220.60,380.83,39.37,47.20,213.85,105.35
2023-04-12,169.82,115.23,283.49,160.10,28.48,128.50,149.34,163.51,62.69,182.56,163.92,102.56,151.07,42.92,212.34,126.24,220.50,384.39,39.19,46.92,214.00,104.64
2023-04-13,172.09,115.77,289.84,165.56,28.56,128.99,149.49,163.27,63.15,184.38,166.11,103.61,151.77,43.16,213.59,125.92,221.67,384.74,39.66,47.30,220.35,107.43
2023-04-14,172.44,116.05,286.14,165.21,29.52,138.73,148.48,161.00,63.05,183.51,165.84,103.96,151.00,43.1,201.71,126.28,223.68,387.77,39.64,49.56,221.49,108.87
2023-04-17,170.92,114.70,288.80,165.23,30.37,139.83,149.52,162.70,63.46,184.45,165.67,104.52,151.05,43.57,205.03,128.08,225.24,391.42,41.30,49.69,218.86,105.97
2023-04-18,170.52,116.94,288.37,166.47,30.56,141.40,149.85,162.40,63.56,184.83,161.01,104.15,151.21,43.345,208.37,128.32,225.20,396.69,41.87,50.08,217.89,104.50
2023-04-19,170.68,116.57,288.45,167.63,30.06,141.22,150.01,162.51,63.68,184.72,162.53,112.29,151.24,43.415,208.71,128.52,224.65,392.77,42.24,50.40,215.70,104.18
2023-04-20,169.85,115.64,286.11,166.65,29.90,140.81,150.97,160.28,63.96,185.33,163.58,110.35,150.85,43.62,207.23,129.28,222.27,390.36,41.67,49.40,213.07,105.29
2023-04-21,169.12,116.01,285.76,165.02,29.87,140.54,151.73,162.18,64.05,185.41,162.69,111.66,156.07,43.92,205.15,127.32,220.27,386.70,41.24,49.03,212.89,105.41
2023-04-24,171.48,118.20,281.77,165.33,29.76,140.73,152.76,163.94,63.95,185.50,163.68,110.40,156.35,43.88,205.77,128.24,223.43,388.04,41.45,49.03,212.79,105.97
2023-04-25,168.99,116.52,275.42,163.77,28.84,137.67,151.57,157.61,63.85,189.71,165.18,109.97,156.39,44.16,202.19,125.9,218.63,379.47,40.55,47.90,207.55,103.85
2023-04-26,165.98,115.45,295.37,163.76,28.44,135.23,150.91,155.45,63.55,188.54,162.62,108.75,154.58,43.715,203.03,124.08,216.19,374.61,39.46,46.86,209.40,103.71
2023-04-27,166.95,116.83,304.83,168.41,28.89,137.05,151.38,158.15,63.68,189.69,163.00,109.50,156.47,44.315,206.04,125.54,214.33,371.85,39.66,47.03,238.56,107.59
2023-04-28,168.58,118.34,307.26,169.68,29.28,138.24,150.97,157.75,64.15,190.89,163.70,110.47,156.38,44.365,206.78,127.14,218.80,378.02,39.75,47.07,240.32,107.34
2023-05-01,167.24,114.67,305.56,169.59,29.04,141.20,151.59,157.12,64.30,191.68,163.60,111.11,156.57,44.365,203.87,127.14,217.27,382.12,40.39,47.25,243.18,107.20
2023-05-02,160.04,110.10,305.41,168.54,28.16,138.92,151.18,155.72,64.01,192.25,165.03,111.50,156.43,44.435,203.25,125.36,215.15,383.80,38.84,46.00,239.24,105.32
2023-05-03,156.83,107.93,304.40,167.45,27.86,135.98,150.62,154.57,63.65,192.18,162.87,111.76,156.23,44.375,200.93,124.4,215.64,382.22,38.65,45.67,237.03,105.41
2023-05-04,156.22,106.04,305.41,165.79,26.99,134.12,150.47,152.53,63.72,193.38,162.13,110.86,155.51,44.06,197.05,122.1,210.38,373.59,36.72,44.90,233.52,104.69
2023-05-05,160.21,108.68,310.65,173.57,27.71,136.74,151.77,156.30,64.02,194.27,162.68,111.26,156.03,43.99,198.34,122.2,215.09,381.09,37.94,46.32,232.78,105.57
2023-05-08,159.58,109.11,308.65,173.50,27.69,137.07,152.72,156.50,63.92,193.35,162.31,110.90,155.30,43.99,197.26,121.26,214.79,380.25,38.38,46.36,233.27,107.77
2023-05-09,159.12,109.14,307.00,171.77,27.66,136.41,152.98,157.42,63.39,194.14,161.05,110.25,153.71,43.685,201.88,121.62,213.49,381.44,38.54,46.52,233.37,107.35
2023-05-10,157.09,107.74,312.31,173.56,27.32,136.48,152.55,157.73,63.50,194.27,161.65,110.69,154.03,42.925,200.84,121.7,213.17,380.39,38.28,46.37,233.08,111.75
2023-05-11,156.22,105.79,310.11,173.75,27.39,136.05,153.12,158.87,63.86,195.34,160.99,110.05,154.39,43.395,201.84,121.32,210.03,372.79,38.33,46.03,235.79,116.57
2023-05-12,156.62,105.78,308.97,172.57,27.09,134.10,153.07,157.99,64.11,196.12,160.78,110.49,155.96,43.535,200.70,122.8,209.54,373.98,37.49,45.45,233.81,117.51
2023-05-15,157.20,105.07,309.46,172.07,27.65,135.23,151.88,160.57,63.94,194.27,159.55,109.84,156.01,43.34,202.77,123.06,211.29,370.21,38.77,46.05,238.86,116.51
2023-05-16,153.51,102.52,311.74,172.07,27.36,134.32,149.78,156.91,63.22,193.43,159.34,109.39,155.74,43.43,200.87,126.24,207.20,362.68,38.39,45.28,238.82,119.51
2023-05-17,155.71,104.82,314.00,172.69,28.57,138.45,149.53,160.96,63.15,192.06,158.99,108.82,155.08,43.15,206.87,128.2,212.10,368.07,40.46,47.08,242.49,120.84
2023-05-18,154.01,105.77,318.52,175.05,28.47,139.50,151.47,154.18,62.80,191.56,158.48,108.47,152.53,42.65,207.24,128.8,214.72,370.52,40.21,46.39,246.85,122.83
2023-05-19,155.23,106.26,318.34,175.16,28.11,139.18,149.91,152.28,62.83,191.84,158.91,108.93,153.17,42.71,205.49,129.24,214.78,363.55,40.03,45.71,245.64,122.76
2023-05-22,152.44,104.97,321.18,174.20,28.34,138.03,148.59,151.91,61.51,186.64,156.87,108.25,149.16,42.29,205.91,128.2,214.26,360.50,40.98,45.79,248.32,125.05
2023-05-23,156.85,106.40,315.26,171.56,28.58,136.59,148.31,147.16,61.40,186.07,156.81,105.74,147.55,42.16,202.60,126.28,212.71,360.48,41.21,45.91,246.74,122.56
2023-05-24,157.27,107.59,313.85,171.84,28.10,135.34,147.63,143.10,60.88,184.89,156.66,104.04,146.33,41.72,199.27,123.8,209.70,354.08,40.87,44.49,249.21,120.90
2023-05-25,154.56,105.66,325.92,172.99,28.17,135.67,146.16,140.75,60.41,183.80,154.41,102.14,145.39,41.675,200.87,124.54,209.98,354.88,40.90,44.23,252.69,123.48
2023-05-26,154.08,104.97,332.89,175.43,28.31,136.94,146.42,138.93,60.26,183.58,154.35,102.87,145.40,41.69,203.63,125.68,211.80,357.21,41.23,44.60,262.04,124.61
2023-05-30,153.12,104.04,331.21,177.30,28.26,137.46,146.06,133.84,59.78,181.61,154.37,101.71,143.18,40.45,204.69,124.44,209.90,350.63,40.98,44.70,262.52,123.67
2023-05-31,150.62,102.18,328.39,177.25,27.79,135.71,146.87,130.93,59.66,182.35,155.06,102.00,142.50,40.29,205.70,122.54,205.75,345.98,39.81,44.32,264.72,122.87
2023-06-01,152.16,103.36,332.58,180.09,27.78,137.58,147.41,131.16,60.00,182.19,154.54,102.82,143.96,40.18,207.96,125.94,209.07,352.57,40.06,44.84,272.61,123.72
2023-06-02,156.26,105.76,335.40,180.95,28.71,140.47,148.82,133.22,61.16,184.06,156.97,104.20,146.52,40.565,213.32,128.38,226.63,371.07,41.24,46.32,272.61,124.67
2023-06-05,155.51,105.29,335.94,179.58,28.54,139.09,149.80,130.60,60.75,184.19,158.32,103.76,145.94,40.71,208.78,126.72,222.47,363.65,40.45,46.24,271.39,126.01
2023-06-06,155.79,106.15,333.68,179.21,29.23,139.34,149.78,132.70,60.31,181.56,158.18,102.62,144.49,40.445,207.29,127.44,226.68,373.69,41.26,47.22,271.12,127.31
2023-06-07,159.83,108.53,323.38,177.82,29.48,140.69,150.00,131.75,60.22,180.11,158.52,101.66,144.80,40.25,211.93,126.44,235.55,381.82,42.07,48.01,263.60,122.50
2023-06-08,159.24,108.19,325.26,180.57,29.23,140.73,152.17,131.27,60.37,182.10,160.26,100.78,146.44,39.995,218.11,126.54,234.45,380.77,42.37,48.10,264.58,122.14
2023-06-09,158.86,107.39,326.79,180.96,29.27,141.01,153.09,126.99,60.47,182.35,160.01,101.69,146.56,39.7,217.31,128.42,235.03,378.87,42.13,48.30,264.95,122.23
2023-06-12,157.33,106.42,331.85,183.79,29.13,141.00,154.10,126.48,60.21,181.90,159.90,101.40,145.41,39.96,221.56,129.44,237.90,387.13,41.83,48.45,271.05,123.64
2023-06-13,158.51,106.44,334.29,183.31,29.40,142.02,155.30,128.72,60.45,181.54,160.74,101.86,145.06,39.655,220.38,130.04,245.44,398.24,42.65,48.69,271.32,123.83
2023-06-14,157.09,105.16,337.34,183.95,29.12,141.49,156.87,133.23,60.86,183.17,161.56,103.25,146.42,39.675,216.90,129.52,243.32,399.05,42.08,48.24,273.35,123.67
2023-06-15,158.28,105.89,348.10,186.01,29.37,143.09,157.73,137.84,61.23,185.71,163.73,105.02,148.45,40.21,219.41,129.9,247.67,406.52,42.36,48.56,281.83,125.09
2023-06-16,157.26,105.13,342.33,184.92,29.19,143.26,155.53,133.81,61.67,186.04,164.23,106.20,149.54,40.595,219.99,131.18,245.27,407.63,42.18,48.19,281.00,123.53
2023-06-20,153.68,102.72,338.05,185.01,28.87,142.53,154.16,132.72,61.26,185.31,164.13,106.70,148.16,40.55,212.37,132.02,241.15,407.98,41.89,47.61,284.33,123.10
2023-06-21,154.88,103.87,333.56,183.96,28.57,142.32,154.46,133.22,61.43,185.43,163.88,106.25,149.44,40.7,212.08,129.78,241.48,416.59,41.65,47.41,281.64,120.55
2023-06-22,152.64,103.30,339.71,187.00,27.96,139.58,155.75,132.39,61.85,187.35,165.62,108.25,149.95,40.57,205.61,127.64,237.34,415.69,41.06,46.63,284.88,123.15
2023-06-23,151.35,102.40,335.02,186.68,27.75,138.85,155.46,131.83,61.20,186.07,165.48,108.05,148.46,40.9,205.41,126.74,234.44,404.45,40.61,46.02,288.73,122.34
2023-06-26,154.01,104.29,328.60,185.27,28.09,139.19,155.05,134.50,61.22,184.89,163.63,108.51,148.61,40.6,205.58,127.66,236.95,410.19,40.59,46.24,278.47,118.34
2023-06-27,153.53,104.55,334.57,188.06,28.24,139.20,154.49,132.51,61.09,186.22,163.29,107.79,150.02,40.715,209.43,128.92,240.69,409.51,40.91,46.40,287.05,118.33
2023-06-28,154.92,105.40,335.85,189.25,28.07,138.59,155.33,132.47,60.52,183.70,162.96,107.61,149.99,40.915,210.72,130.46,241.87,405.20,40.62,46.23,285.29,120.18
2023-06-29,156.24,106.70,335.05,189.59,28.66,143.43,154.28,132.91,60.02,183.88,164.10,107.66,149.38,40.85,211.83,130.66,244.24,401.63,42.45,46.29,281.53,119.10
2023-06-30,157.35,107.25,340.54,193.97,28.69,145.44,157.18,131.90,60.22,185.22,165.52,109.02,151.74,40.975,211.16,132.36,246.05,405.19,42.68,46.04,286.98,119.70
