Closing Date,Chevron Corporation (NYSE:CVX),Exxon Mobil Corporation (NYSE:XOM),Microsoft Corporation (NasdaqGS:MSFT),Apple Inc. (NasdaqGS:AAPL),Bank of America Corporation (NYSE:BAC),JPMorgan Chase & Co. (NYSE:JPM),Walmart Inc. (NYSE:WMT),Target Corporation (NYSE:TGT),The Coca-Cola Company (NYSE:KO),"PepsiCo, Inc. (NasdaqGS:PEP)",Johnson & Johnson (NYSE:JNJ),Abbott Laboratories (NYSE:ABT),The Procter & Gamble Company (NYSE:PG),Unilever PLC (LSE:ULVR),The Boeing Company (NYSE:BA),Airbus SE (ENXTPA:AIR),Caterpillar Inc. (NYSE:CAT),Deere & Company (NYSE:DE),Wells Fargo & Company (NYSE:WFC),Citigroup Inc. (NYSE:C),"Meta Platforms, Inc. (NasdaqGS:META)",Alphabet Inc. (NasdaqGS:GOOGL)
2021-07-22,98.82,57.11,286.14,146.80,37.96,150.93,141.27,257.01,56.47,155.19,169.98,118.25,137.80,40.505,220.87,109.52,209.16,351.33,45.03,66.93,351.19,128.42
2021-07-23,98.86,57.04,289.67,148.56,37.70,150.64,142.43,261.03,57.01,157.18,171.79,120.80,139.79,41.44,221.52,111.5,209.53,354.70,44.59,66.71,369.79,133.02
2021-07-26,100.95,58.48,289.05,148.99,38.13,151.65,142.63,260.86,57.06,157.07,171.87,119.52,140.28,40.31,225.85,112,211.03,355.46,45.01,67.77,372.46,134.04
2021-07-27,100.61,57.83,286.54,146.77,37.98,151.45,142.64,258.36,57.26,157.94,172.66,119.81,140.85,40.515,222.27,112.32,209.90,353.52,45.14,67.98,367.81,131.90
2021-07-28,101.18,58.22,286.22,144.98,38.13,151.70,142.06,257.42,56.74,156.49,172.18,120.52,138.76,40.495,231.57,115.3,211.44,353.56,45.51,68.10,373.28,136.09
2021-07-29,102.57,58.93,286.50,145.64,38.68,153.00,142.24,261.66,57.05,156.81,172.18,121.09,139.48,41.07,231.63,116,212.56,359.80,46.50,68.81,358.32,135.78
2021-07-30,101.81,57.57,284.91,145.86,38.36,151.78,142.55,261.05,57.03,156.95,172.20,120.98,142.23,41.51,226.48,115.7,206.75,361.59,45.94,67.62,356.30,134.73
2021-08-02,101.63,57.58,284.82,145.52,37.96,151.17,142.22,257.24,56.88,156.32,172.27,120.92,141.88,41.33,225.34,116.78,205.16,355.95,45.79,67.73,351.95,134.85
2021-08-03,102.60,58.20,287.12,147.36,38.55,152.89,143.82,262.20,56.92,156.67,174.39,122.12,143.95,41.555,229.09,114.78,208.50,365.86,46.83,68.88,351.24,135.63
2021-08-04,100.30,56.84,286.51,146.95,38.27,151.24,142.84,260.53,56.10,154.05,173.36,121.57,142.43,41.245,226.63,114.44,204.52,360.67,46.15,68.52,358.92,135.13
2021-08-05,101.23,57.20,289.52,147.06,39.02,153.15,145.49,261.40,56.50,154.31,173.69,122.21,142.50,41,229.94,116.64,207.19,364.32,46.99,69.69,362.97,136.25
2021-08-06,101.95,57.86,289.46,146.14,40.15,157.50,145.23,260.09,56.64,154.33,173.11,122.17,141.41,40.92,231.33,116.9,208.35,366.88,48.77,71.07,363.51,135.74
2021-08-09,100.25,57.20,288.33,146.09,40.67,157.33,145.58,262.41,56.65,154.35,173.71,123.16,142.18,41.245,232.27,114.76,208.89,369.32,48.65,71.52,361.61,136.91
2021-08-10,102.08,58.18,286.44,145.60,41.43,159.26,148.68,264.07,56.80,154.43,173.77,122.70,142.27,41.07,235.78,115.16,214.07,376.62,49.63,72.98,361.13,136.81
2021-08-11,102.85,58.35,286.95,145.86,41.95,161.16,150.01,263.01,56.73,155.04,173.80,121.46,142.62,41.365,239.49,115.72,221.66,386.08,50.66,74.30,359.96,136.28
2021-08-12,102.64,57.35,289.81,148.89,42.15,161.79,149.06,261.88,56.84,155.07,175.20,122.81,142.95,41.3,238.18,115.3,220.24,385.62,51.15,74.13,362.65,137.19
2021-08-13,101.96,56.77,292.85,149.10,41.63,159.98,149.53,261.54,57.23,156.52,176.25,123.06,143.64,41.59,234.46,115.44,218.57,384.00,50.37,73.11,363.18,137.73
2021-08-16,100.92,55.94,294.60,151.12,41.29,158.93,150.75,263.15,57.48,158.05,177.84,124.66,144.64,41.3,229.06,114.62,217.71,383.03,49.41,72.10,366.56,138.31
2021-08-17,100.73,55.56,293.08,150.19,41.09,157.01,150.70,254.65,57.28,157.90,179.47,125.69,144.88,41.635,222.22,113.54,213.44,376.33,48.71,71.62,358.45,136.66
2021-08-18,96.70,54.39,290.73,146.36,40.79,155.58,149.10,247.58,56.50,156.28,177.19,123.93,143.30,41.015,219.00,113.62,209.81,371.61,47.97,71.12,355.45,135.45
2021-08-19,94.29,52.73,296.77,146.70,40.19,154.28,150.11,245.41,56.86,158.91,178.57,125.72,144.99,41.08,212.16,110.04,204.45,358.98,47.25,69.84,355.12,135.68
2021-08-20,94.30,52.74,304.36,148.19,40.37,154.72,151.45,253.40,56.64,158.35,179.44,126.32,145.09,41.355,212.67,110.48,204.94,351.43,47.42,70.25,359.37,137.43
2021-08-23,96.73,54.91,304.65,149.71,40.91,156.70,150.45,252.53,56.44,157.85,177.61,125.84,144.35,41.155,219.40,111.72,209.14,362.80,47.61,70.89,363.35,140.04
2021-08-24,97.84,55.36,302.62,149.62,41.48,157.67,148.90,250.65,56.01,155.89,175.39,125.50,143.18,40.825,221.43,113.46,212.59,367.98,48.36,72.04,365.51,141.26
2021-08-25,98.51,55.46,302.01,148.36,42.15,160.92,148.96,251.15,56.07,155.20,174.23,124.74,142.67,40.4,221.03,115.92,214.76,376.37,49.29,73.18,368.39,142.08
2021-08-26,97.22,54.71,299.09,147.54,42.04,161.75,147.35,248.96,55.54,154.63,173.30,125.47,142.42,40.625,216.50,115,211.24,379.81,49.05,72.44,364.38,141.44
2021-08-27,98.64,55.77,299.72,148.60,42.49,163.05,146.52,249.18,55.65,154.94,172.93,124.59,142.31,40.45,221.75,115.02,212.83,379.49,49.81,72.99,372.63,144.00
2021-08-30,98.39,55.16,303.59,153.12,41.66,160.44,147.70,249.36,56.18,156.00,173.66,125.94,142.93,40.45,217.66,114.86,211.45,381.00,48.41,71.67,380.66,144.59
2021-08-31,96.77,54.52,301.88,151.83,41.75,159.95,148.10,246.98,56.31,156.39,173.13,126.37,142.39,40.46,219.50,115.7,210.87,378.03,45.70,71.91,379.38,144.70
2021-09-01,95.71,53.77,301.83,152.51,41.19,159.72,147.78,246.37,56.69,157.91,173.74,127.40,143.84,40.44,218.12,118,207.96,376.71,43.45,71.31,382.05,145.22
2021-09-02,97.71,55.08,301.15,153.65,41.02,160.46,148.56,245.81,56.77,156.95,174.93,128.49,143.95,39.61,220.83,116.78,211.78,384.95,44.57,71.50,375.28,143.29
2021-09-03,97.49,54.87,301.14,154.30,41.05,159.49,149.25,244.31,56.73,157.09,175.04,128.94,144.05,39.78,218.17,114.48,210.37,389.34,44.17,71.17,376.26,143.74
2021-09-07,97.06,54.55,300.18,156.69,41.32,159.21,147.27,242.72,55.67,154.53,172.32,128.39,143.51,39.89,214.24,114.1,208.23,371.74,44.31,70.82,382.18,144.28
2021-09-08,96.39,54.05,300.21,155.11,40.78,158.50,147.46,246.11,56.42,156.72,171.90,129.06,144.60,40.225,211.38,113.72,206.77,370.23,43.82,70.04,377.57,143.69
2021-09-09,96.00,54.09,297.25,154.07,40.93,159.19,146.42,245.44,55.86,155.73,168.07,127.98,143.99,39.655,213.94,115.2,205.42,364.84,44.36,70.46,378.00,143.54
2021-09-10,96.07,53.98,295.71,148.97,40.27,157.36,145.89,244.54,55.61,155.46,166.97,128.80,144.13,39.59,210.30,114.36,205.01,363.07,44.33,69.57,378.69,140.88
2021-09-13,97.97,55.37,296.99,149.55,40.94,159.86,145.06,243.10,56.07,155.76,165.80,126.62,145.68,39.98,214.48,115.08,206.20,361.52,45.76,70.52,376.51,142.33
2021-09-14,96.20,54.58,299.79,148.12,39.84,157.07,144.30,242.24,55.69,155.15,164.80,127.05,145.43,40.075,211.57,112.76,202.33,355.98,46.05,68.78,376.53,142.54
2021-09-15,98.24,56.42,304.82,149.03,40.14,158.16,144.55,244.14,55.88,156.02,165.42,127.49,145.12,39.69,214.22,112.36,205.73,359.77,46.64,70.45,373.92,144.43
2021-09-16,97.32,55.82,305.22,148.79,40.45,158.09,145.03,246.95,55.35,155.56,165.22,127.44,144.11,39.46,213.36,114.88,203.60,355.33,46.28,70.00,373.06,143.61
2021-09-17,96.76,55.16,299.87,146.06,40.50,157.68,144.73,246.67,54.44,154.13,164.75,126.79,144.34,39.18,213.36,113.04,199.75,349.09,46.47,69.96,364.72,140.80
2021-09-20,94.78,53.69,294.30,142.94,39.11,152.96,142.74,242.14,54.06,153.61,163.81,124.87,142.89,39.88,209.50,111.94,190.82,339.73,45.81,67.30,355.70,138.72
2021-09-21,94.85,53.64,294.80,143.43,39.13,152.98,143.02,241.31,54.05,153.54,164.53,125.13,143.11,40.13,208.51,113.28,189.84,336.95,45.85,66.94,357.48,139.03
2021-09-22,97.64,55.21,298.58,145.85,40.14,155.91,142.69,241.77,54.13,154.01,163.93,124.65,143.60,40.195,216.98,115.84,191.35,340.84,47.08,68.24,343.21,140.28
2021-09-23,100.06,57.08,299.56,146.83,41.69,161.18,142.77,242.67,54.04,154.13,164.86,125.30,144.19,39.91,221.10,116.68,196.62,351.50,47.80,70.88,345.96,141.22
2021-09-24,100.60,57.59,299.35,146.92,42.14,163.04,143.17,241.44,53.89,154.20,164.36,124.37,143.55,39.9,221.39,115.4,196.82,349.25,47.92,71.18,352.96,142.22
2021-09-27,102.97,59.30,294.17,145.37,43.26,166.98,142.25,238.58,53.61,152.72,163.17,120.58,141.66,39.65,224.16,117.24,200.00,352.42,47.56,72.26,353.58,141.07
2021-09-28,103.36,59.92,283.52,141.91,43.16,166.08,140.50,233.44,52.64,151.05,162.81,118.74,140.59,40.125,218.41,113.36,200.55,353.94,45.92,71.37,340.65,135.83
2021-09-29,103.33,59.88,284.00,142.83,43.07,165.95,140.44,235.85,52.96,152.30,164.02,119.46,142.02,40.635,225.36,117.3,197.87,350.87,47.03,71.53,339.61,134.35
2021-09-30,101.45,58.82,281.92,141.50,42.45,163.69,139.38,228.77,52.47,150.41,161.50,118.13,139.80,40.05,219.94,115.1,191.97,335.07,46.41,70.18,339.39,133.68
2021-10-01,104.33,60.93,289.10,142.65,43.08,167.13,137.05,228.42,53.02,150.95,160.47,117.21,139.58,39.73,226.00,116.58,194.33,342.20,47.02,71.18,343.01,136.54
2021-10-04,104.72,61.72,283.11,139.14,43.34,166.95,135.73,225.89,52.99,150.20,159.22,115.53,138.79,39.485,223.79,113.66,193.13,338.44,47.02,71.29,326.23,133.66
2021-10-05,105.86,61.62,288.76,141.11,44.22,168.66,136.62,227.56,53.08,151.09,159.58,115.88,139.33,39.185,224.42,115.08,192.50,338.29,47.96,72.53,332.96,136.02
2021-10-06,104.93,60.49,293.11,142.00,44.24,169.02,137.62,226.83,53.71,154.96,159.91,116.49,141.19,38.78,224.99,113.42,191.86,338.40,47.87,72.42,333.64,137.57
2021-10-07,105.68,60.66,294.85,143.29,44.12,170.09,139.24,229.82,53.88,156.39,161.34,117.91,142.32,38.74,226.48,114.2,195.75,344.09,47.76,72.19,329.22,139.23
2021-10-08,108.05,62.18,294.85,142.90,44.34,170.22,139.66,228.90,54.12,156.03,160.93,118.39,141.73,38.665,226.39,113.22,195.16,343.17,48.00,72.35,330.05,139.79
2021-10-11,107.13,61.56,294.23,142.81,43.78,166.64,139.53,228.72,54.23,156.24,160.25,116.88,142.32,38.65,226.45,113.82,192.89,332.59,47.28,71.68,325.45,138.91
2021-10-12,107.15,61.24,292.88,141.51,43.54,165.36,139.38,230.24,54.23,156.93,157.69,117.32,142.11,38.515,223.57,113.24,189.92,330.60,46.65,70.64,323.77,136.45
2021-10-13,107.79,61.07,296.31,140.91,43.14,161.00,138.37,236.75,54.24,157.99,159.20,117.00,142.44,38.655,221.78,112.34,188.94,329.00,46.05,70.26,324.54,137.58
2021-10-14,108.81,62.00,302.75,143.76,45.07,163.47,139.87,242.09,54.61,159.26,160.11,117.57,144.05,38.8,217.44,113.36,194.33,329.77,45.31,70.80,328.53,141.15
2021-10-15,109.61,62.59,304.21,144.84,46.37,166.61,140.55,245.71,54.48,158.81,161.30,117.49,144.42,38.535,217.04,114.9,199.02,332.76,48.38,72.29,324.76,141.37
2021-10-18,109.56,62.56,307.29,146.55,46.28,166.55,141.68,253.65,53.94,158.09,160.12,116.82,142.34,38.385,216.98,113.3,198.18,331.84,49.43,71.61,335.34,142.78
2021-10-19,111.70,63.50,308.23,148.76,46.48,168.57,144.69,252.19,54.15,160.10,163.87,119.34,140.66,37.87,215.97,112.32,201.14,343.09,50.34,71.76,339.99,143.24
2021-10-20,113.16,63.85,307.41,149.26,47.09,170.84,146.00,251.83,54.63,161.31,163.78,123.31,141.21,38.19,216.17,112.16,204.19,344.05,50.16,71.82,340.78,141.77
2021-10-21,111.74,62.69,310.76,149.48,46.83,169.50,146.81,254.21,54.35,159.18,163.40,125.05,139.33,38.635,214.34,111.38,202.14,342.93,50.33,70.51,341.88,141.89
2021-10-22,112.80,63.12,309.16,148.69,47.57,171.78,148.34,255.93,54.45,159.97,163.72,126.72,140.83,38.93,212.97,109.78,200.65,340.71,50.66,71.37,324.61,137.57
2021-10-25,113.85,64.35,308.13,148.64,47.51,170.94,150.06,260.35,54.23,159.22,164.08,126.58,140.85,38.795,212.87,108.08,202.21,352.72,50.62,70.83,328.69,137.45
2021-10-26,114.10,65.84,310.11,149.32,47.96,171.40,148.75,258.73,54.47,161.17,165.75,128.13,142.85,39.18,209.81,109.94,199.64,341.15,50.63,70.65,315.81,139.31
2021-10-27,112.07,64.13,323.17,148.85,47.04,167.83,147.53,256.54,55.52,160.61,163.74,127.71,141.83,38.93,206.61,110,196.13,338.23,50.05,70.31,312.22,146.22
2021-10-28,113.12,64.31,324.35,152.57,47.78,170.36,148.45,258.22,56.04,161.62,162.85,127.71,142.68,39,207.85,112,204.09,349.70,51.36,70.88,316.92,145.85
2021-10-29,114.49,64.47,331.62,149.80,47.78,169.89,149.42,259.62,56.37,161.60,162.88,128.89,142.99,39.12,207.03,110.6,204.01,342.31,51.16,69.16,323.57,148.05
2021-11-01,114.53,65.63,329.37,148.96,47.85,169.80,149.79,257.92,56.17,161.26,163.02,128.94,142.64,39.295,214.58,109.66,205.38,358.75,51.71,69.61,329.98,143.50
2021-11-02,113.83,64.82,333.13,150.02,47.88,170.47,149.72,260.26,56.10,162.74,165.59,127.71,144.06,39.59,212.77,110.3,207.12,355.30,51.30,68.60,328.08,145.43
2021-11-03,113.01,63.93,334.00,151.49,48.37,170.53,150.18,260.41,56.29,164.30,165.06,128.70,145.05,39.445,213.38,108,203.55,343.05,52.00,69.00,331.62,146.60
2021-11-04,113.51,64.41,336.44,150.96,47.33,168.29,151.28,260.44,56.60,164.31,164.60,129.09,145.32,39,213.03,109,203.59,350.85,50.62,67.00,335.85,148.27
2021-11-05,114.74,65.02,336.06,151.28,46.97,168.05,150.23,254.27,56.84,166.00,163.43,124.37,146.04,39,224.46,113.9,205.88,355.20,50.44,66.99,341.13,148.85
2021-11-08,115.15,65.72,336.99,150.44,47.34,169.06,149.27,253.33,56.33,162.43,162.87,126.80,144.95,38.8,222.68,115.64,214.25,360.86,50.87,68.45,338.62,149.03
2021-11-09,116.00,66.36,335.95,150.81,46.88,167.78,149.79,255.16,56.49,163.51,162.51,126.43,145.39,39.075,220.79,116.32,209.81,355.81,49.89,67.99,335.37,148.92
2021-11-10,114.15,64.19,330.80,147.92,47.23,167.62,148.44,254.05,56.72,164.04,164.27,127.82,146.82,39.18,218.50,116.2,206.67,352.61,50.36,68.21,327.64,145.89
2021-11-11,114.16,64.31,332.43,147.87,47.49,167.61,148.50,256.01,56.74,162.69,163.06,127.25,146.40,39.19,219.38,114.7,208.53,356.01,50.59,68.87,327.74,145.77
2021-11-12,114.23,63.82,336.72,149.99,46.91,166.86,147.76,260.02,56.61,162.65,165.01,128.45,146.56,39.155,220.96,112.14,209.27,358.86,50.96,69.16,340.89,148.68
2021-11-15,116.82,64.37,336.07,150.00,47.05,166.56,146.91,264.33,56.62,163.80,163.52,129.44,147.40,39.075,233.09,114.04,207.71,361.15,51.08,68.74,347.56,148.45
2021-11-16,117.28,65.02,339.51,151.00,47.08,165.36,143.17,266.39,56.22,163.31,162.67,130.89,147.19,38.745,225.80,115,205.43,362.01,50.37,67.74,342.96,147.88
2021-11-17,115.42,64.31,339.12,153.49,46.51,164.47,141.94,253.80,55.91,163.37,163.28,128.62,147.10,38.555,226.62,114.44,202.98,353.52,49.84,66.85,340.77,148.05
2021-11-18,114.45,63.61,341.27,157.87,46.32,163.05,143.16,252.05,55.41,163.42,162.40,127.64,147.12,38.23,227.25,113.26,201.42,357.11,49.90,67.11,338.69,149.84
2021-11-19,111.91,60.67,343.11,160.55,45.40,160.92,142.39,250.70,55.13,163.81,162.89,126.84,146.82,38.49,214.13,109.4,200.44,346.15,48.82,66.34,345.30,148.93
2021-11-22,113.91,61.51,339.83,161.02,46.28,164.35,144.78,244.57,55.47,164.15,159.70,125.26,147.80,38.58,209.90,108.78,202.38,349.16,50.34,67.04,341.01,146.30
2021-11-23,116.30,63.13,337.68,161.41,47.50,168.28,145.81,249.18,55.88,165.25,160.69,124.48,149.44,39.025,209.13,110.26,205.33,349.28,51.40,68.07,337.25,145.78
2021-11-24,117.19,63.48,337.91,161.94,47.63,166.96,146.54,248.76,55.43,163.74,160.24,125.07,148.66,39.085,210.60,111.46,207.07,367.86,51.31,67.28,341.06,146.12
2021-11-26,114.51,61.25,329.68,156.81,45.76,161.93,144.90,246.57,53.73,161.14,159.20,125.88,147.47,39.515,199.21,99.36,198.73,359.30,48.43,65.50,333.12,142.18
2021-11-29,114.85,61.59,336.63,160.24,45.59,161.23,142.63,249.16,54.58,164.14,159.75,128.03,149.02,39.21,198.50,99.69,195.92,348.09,49.16,65.04,338.03,145.53
2021-11-30,112.87,59.84,330.59,165.30,44.47,158.83,140.63,243.84,52.45,159.78,155.93,125.77,144.58,38.59,197.85,98.72,193.35,345.54,47.78,63.70,324.46,141.90
2021-12-01,112.10,59.79,330.08,164.77,43.84,157.89,137.14,240.39,52.30,160.16,158.08,126.74,146.40,38.545,188.19,101.92,191.47,341.55,47.21,62.52,310.60,141.05
2021-12-02,115.14,61.28,329.49,163.76,44.89,161.21,135.47,245.50,53.07,160.62,157.09,128.38,147.26,38.72,202.38,101.1,196.79,350.62,48.91,63.81,310.39,142.97
2021-12-03,114.41,60.89,323.01,161.84,43.87,158.29,137.51,247.57,53.54,164.71,159.38,130.27,149.88,38.79,198.49,98.55,197.80,349.24,47.75,62.76,306.84,142.00
2021-12-06,116.20,61.58,326.19,165.32,44.15,160.16,139.00,242.97,54.91,166.42,162.94,132.47,152.15,39.27,205.88,102.84,201.28,354.51,48.81,62.52,317.87,143.16
2021-12-07,117.92,62.27,334.92,171.18,44.71,162.57,138.55,245.63,55.21,166.23,163.36,132.42,151.75,39.53,208.83,105.88,204.49,361.34,50.25,62.90,322.81,147.27
2021-12-08,118.45,62.45,334.97,175.08,44.16,160.71,137.15,239.60,55.00,166.52,164.34,132.37,152.43,39.535,211.03,107.26,204.19,361.06,49.41,62.46,330.56,148.19
2021-12-09,118.14,62.61,333.10,174.56,44.49,160.46,138.50,237.56,54.86,166.31,165.90,132.53,153.32,39.82,207.56,105.5,204.13,361.92,49.69,62.14,329.82,147.64
2021-12-10,118.34,63.01,342.54,179.45,44.52,159.82,141.03,238.18,56.28,168.97,165.49,134.37,155.46,40.155,205.06,105.58,203.46,358.36,50.20,60.71,329.75,148.00
2021-12-13,115.88,61.63,339.40,175.74,43.58,157.92,143.57,234.17,57.76,169.81,168.45,135.96,157.67,40.215,197.40,103.08,201.25,351.42,48.56,60.18,334.49,145.83
2021-12-14,116.22,61.54,328.34,174.33,44.13,159.13,144.94,235.28,57.80,169.39,170.29,132.94,158.25,40.215,195.50,102.5,201.64,348.55,48.89,60.64,333.74,143.91
2021-12-15,115.56,61.27,334.65,179.30,43.94,157.94,145.77,236.65,58.06,171.57,171.14,135.56,158.86,39.695,195.43,99.99,202.55,343.94,48.94,60.24,341.66,146.44
2021-12-16,116.64,61.37,324.90,172.26,45.00,160.41,143.34,224.78,58.65,171.82,173.01,136.09,161.11,39.825,190.79,102.4,206.17,348.29,50.30,61.07,334.90,144.45
2021-12-17,113.60,60.03,323.80,171.14,43.88,156.76,138.75,223.31,57.73,168.30,168.23,137.11,157.46,39.82,192.63,104.14,201.37,347.03,47.95,59.54,333.79,141.73
2021-12-20,113.65,59.16,319.91,169.75,43.16,153.94,139.20,219.19,57.54,169.42,167.75,134.98,157.86,39.815,188.48,102.06,195.46,338.66,46.85,58.28,325.45,141.61
2021-12-21,115.47,60.50,327.29,172.99,44.19,156.09,139.62,220.07,57.77,168.92,167.21,135.27,157.76,39.405,199.52,106.8,198.31,349.81,47.81,59.38,334.20,143.47
2021-12-22,116.13,60.99,333.20,175.64,44.28,156.70,139.80,217.74,58.18,169.97,167.93,138.99,159.32,39.26,201.69,111.08,202.15,347.00,48.03,59.60,330.45,146.42
2021-12-23,116.41,61.02,334.69,176.28,44.42,157.26,139.49,221.01,58.22,169.78,168.25,139.16,160.10,39.53,204.22,111.84,206.20,349.22,48.36,60.21,335.24,146.92
2021-12-27,118.79,61.89,342.45,180.33,44.64,158.16,140.76,224.10,58.65,171.47,169.67,141.46,161.97,39.53,203.17,112.34,206.38,350.75,48.77,60.65,346.18,147.91
2021-12-28,118.56,61.69,341.25,179.29,44.70,158.64,142.78,224.91,58.88,172.36,170.35,140.47,162.84,39.53,206.13,113.42,206.62,349.77,48.42,60.62,346.22,146.69
2021-12-29,117.95,61.15,341.95,179.38,44.63,158.56,142.71,227.92,58.95,172.97,171.55,141.19,164.19,39.71,203.66,112.12,207.33,345.71,48.45,60.54,342.94,146.66
2021-12-30,117.43,60.79,339.32,178.20,44.53,158.48,143.17,231.91,58.78,172.67,172.31,141.00,162.77,39.665,202.71,112.68,206.08,342.03,48.10,60.43,344.36,146.20
2021-12-31,117.35,61.19,336.32,177.57,44.49,158.35,144.69,231.44,59.21,173.71,171.07,140.74,163.58,39.455,201.32,112.36,206.74,342.89,47.98,60.39,336.35,144.85
2022-01-03,119.26,63.54,334.75,182.01,46.18,161.70,144.65,231.95,59.30,172.98,171.54,139.04,162.90,39.455,207.86,116.14,207.00,350.11,50.73,63.10,338.54,144.99
2022-01-04,121.43,65.93,329.01,179.70,47.99,167.83,142.00,234.17,60.29,173.23,171.08,135.77,163.47,39.96,213.63,118.88,218.08,371.29,52.75,63.59,336.53,144.40
2022-01-05,122.22,66.75,316.38,174.92,47.18,163.78,143.92,228.86,60.79,173.82,172.22,135.16,164.21,39.59,213.07,120.4,219.75,372.05,52.29,62.85,324.17,137.78
2022-01-06,123.26,68.32,313.88,172.00,48.13,165.52,143.52,231.35,60.47,173.86,171.63,135.14,162.83,39.175,211.34,118.64,221.99,376.36,53.63,64.91,332.46,137.75
2022-01-07,125.03,68.88,314.04,172.17,49.18,167.16,144.89,230.78,60.33,174.08,173.95,135.56,162.74,39.345,215.50,117.7,224.19,378.65,54.77,65.78,331.79,137.02
2022-01-10,125.11,68.47,314.27,172.19,48.93,167.32,144.61,227.42,60.43,174.17,173.09,135.26,160.52,39.665,209.31,117.92,221.64,379.86,55.35,66.03,328.07,138.67
2022-01-11,127.97,71.35,314.98,175.08,49.21,167.49,144.20,227.55,60.45,174.09,171.25,135.70,158.66,39.42,216.02,118.42,219.95,380.55,56.06,67.11,334.37,139.74
2022-01-12,127.33,71.14,318.27,175.53,48.86,168.44,143.44,224.47,60.54,173.90,169.79,133.72,159.01,39.02,217.45,118.68,222.40,376.25,56.40,67.28,333.26,141.43
2022-01-13,126.80,70.63,304.80,172.19,48.76,168.23,145.47,225.83,60.90,174.18,168.76,129.65,158.29,39.03,223.90,117.3,227.00,380.39,56.00,67.78,326.48,138.59
2022-01-14,128.96,71.87,310.20,173.07,47.91,157.89,145.06,221.40,61.39,175.64,167.84,128.16,159.81,39.365,225.96,117.34,228.94,379.56,58.06,66.93,331.90,139.48
2022-01-18,129.38,73.08,302.65,169.80,46.26,151.27,142.52,220.01,60.90,173.96,167.10,126.57,156.73,35.165,225.01,115.88,229.87,383.91,56.69,65.30,318.15,136.00
2022-01-19,128.91,73.11,303.33,166.23,46.44,148.93,143.94,223.84,61.00,175.21,166.58,126.05,162.00,36.755,217.08,115.12,221.66,375.90,55.57,64.24,319.59,135.12
2022-01-20,128.45,73.27,301.60,164.51,45.75,147.66,141.22,221.72,60.75,173.94,165.25,124.71,162.00,36.555,214.19,115.72,216.63,366.98,55.00,64.46,316.56,133.31
2022-01-21,126.91,72.17,296.03,162.41,44.92,145.08,140.19,217.25,60.45,174.22,164.87,125.83,162.62,36.75,205.44,113.4,214.09,364.28,53.67,63.27,303.17,130.35
2022-01-24,127.18,72.79,296.37,161.62,44.55,144.95,140.20,220.58,59.96,173.33,162.97,123.82,161.30,39.435,204.20,107.34,214.33,364.03,53.32,62.70,308.71,130.80
2022-01-25,132.59,74.93,288.49,159.78,45.43,146.53,137.15,214.68,59.82,171.34,167.63,123.27,159.54,39.36,204.10,108.34,214.31,368.22,53.59,64.11,300.15,126.94
2022-01-26,132.69,74.17,296.71,159.69,45.90,147.92,135.75,211.71,59.60,169.53,168.38,120.07,158.15,38.31,194.27,114.22,214.29,372.24,54.14,64.75,294.63,129.23
2022-01-27,135.37,75.12,299.84,159.22,45.47,145.31,135.84,212.18,59.65,169.37,170.59,120.44,159.13,38.475,189.75,114.42,212.17,375.96,53.76,64.15,294.64,129.01
2022-01-28,130.61,75.28,308.26,170.33,45.87,146.61,137.52,217.67,60.84,172.67,171.79,125.35,160.50,37.865,190.57,111.38,201.16,373.79,54.19,64.69,301.71,133.35
2022-01-31,131.33,75.96,310.98,174.78,46.14,148.60,139.81,220.43,61.01,173.52,172.29,127.46,160.45,37.875,200.24,112.12,201.56,376.40,53.80,65.12,313.26,135.30
2022-02-01,134.79,80.83,308.76,174.61,46.94,151.15,140.91,219.23,60.56,172.34,170.88,127.20,159.74,37.49,208.34,115.44,205.35,377.88,55.60,66.56,319.00,137.64
2022-02-02,135.41,80.62,313.46,175.84,46.89,149.94,140.85,217.61,61.18,175.47,172.77,130.04,162.60,37.825,207.52,113.3,204.94,374.48,55.93,66.23,323.00,148.00
2022-02-03,134.20,79.68,301.25,172.90,46.43,148.70,140.99,213.22,61.61,175.37,172.76,130.11,164.14,38.035,206.39,111.64,200.59,370.89,55.17,65.26,237.76,143.09
2022-02-04,135.88,81.41,305.94,172.39,48.28,152.56,139.33,214.04,60.96,172.49,171.63,129.71,161.53,38.15,206.45,110.32,198.41,369.49,56.33,66.08,237.09,143.29
2022-02-07,138.55,82.39,300.95,171.66,48.51,153.07,137.96,211.29,61.60,171.81,171.06,128.05,160.32,38.585,211.92,112.94,199.82,372.20,57.33,66.36,224.91,139.20
2022-02-08,136.44,80.26,304.56,174.83,49.38,155.95,137.99,212.95,62.00,172.02,171.51,128.65,159.96,38.765,213.27,115.64,201.50,389.88,58.75,67.12,220.18,139.40
2022-02-09,137.79,79.00,311.21,176.28,49.28,156.60,137.69,216.64,61.04,171.94,171.49,130.49,159.60,38.285,215.86,117.5,203.60,395.40,59.06,67.84,232.00,141.59
2022-02-10,136.04,78.24,302.38,172.12,49.05,155.95,136.08,213.84,61.38,168.37,169.42,127.76,157.17,37.79,218.75,118.3,203.07,393.15,59.05,67.50,228.07,138.62
